,Open,High,Low,Close,Volume,compound,negative,neutral,positive
2013-03-18,15.766070999999998,16.337856,15.757143,16.275714999999998,606197200.0,-0.9995,0.131,0.768,0.1
2013-03-19,16.410713,16.463214999999998,16.017857,16.231787,526775200.0,-0.9999,0.145,0.763,0.091
2013-03-20,16.33643,16.343929,16.056786,16.145714,308660800.0,-0.9998,0.144,0.757,0.098
2013-03-21,16.079287,16.356428,16.075001,16.168928,383255600.0,-0.9998,0.136,0.788,0.076
2013-03-22,16.235001,16.503571,16.182501000000002,16.496786,395105200.0,-0.9999,0.161,0.742,0.097
2013-03-25,16.596071,16.783929999999998,16.492144,16.556429,501135600.0,-0.9839,0.105,0.8,0.096
2013-03-26,16.622856,16.637142,16.4475,16.469286,294294000.0,-0.9991,0.129,0.761,0.11
2013-03-27,16.302143,16.314285,16.0975,16.145714,331237200.0,-0.9998,0.145,0.756,0.099
2013-03-28,16.065001000000002,16.136429,15.772143,15.809285999999998,442839600.0,-0.9994,0.105,0.83,0.064
2013-04-01,15.782143,15.846429,15.276429,15.318214000000001,389732000.0,-0.9996,0.133,0.769,0.097
2013-04-02,15.271429000000001,15.647857,15.228570999999999,15.349642999999999,529519200.0,-0.9998,0.139,0.774,0.087
2013-04-03,15.406070999999999,15.617142999999999,15.368214000000002,15.428214,363216000.0,-0.9999,0.16,0.748,0.092
2013-04-04,15.491429,15.535714000000002,15.1875,15.275714,358447600.0,-0.9999,0.143,0.775,0.082
2013-04-05,15.160714000000002,15.176785999999998,14.988570999999999,15.114285999999998,383695200.0,-0.9999,0.156,0.75,0.094
2013-04-08,15.173214000000002,15.267857000000001,15.088929,15.221785999999998,300829200.0,-0.998,0.111,0.796,0.093
2013-04-09,15.227143,15.303571,15.098214000000002,15.249285999999998,306614000.0,-0.9997,0.132,0.78,0.089
2013-04-10,15.289285999999999,15.609285999999999,15.214642999999999,15.560357000000002,375928000.0,-0.9998,0.141,0.77,0.09
2013-04-11,15.49,15.6425,15.4,15.511785999999999,328364400.0,-0.9997,0.129,0.778,0.093
2013-04-12,15.505357,15.505357,15.324643,15.35,238613200.0,-0.9996,0.137,0.76,0.103
2013-04-15,15.25,15.281785999999999,14.983929000000002,14.994643,317520000.0,-0.9997,0.134,0.77,0.096
2013-04-16,15.056071,15.236070999999999,15.020357,15.222857000000001,305771200.0,-0.9999,0.145,0.77,0.085
2013-04-17,15.009642999999999,15.021429000000001,14.218214000000001,14.385714000000002,945056000.0,-0.9999,0.142,0.78,0.078
2013-04-18,14.463929,14.4925,13.919285999999998,14.001786,666299200.0,-0.9997,0.134,0.768,0.098
2013-04-19,13.856071,14.271429000000001,13.753570999999999,13.9475,609274400.0,-0.9997,0.117,0.807,0.076
2013-04-22,14.022857,14.364285999999998,13.973929,14.238214000000001,429920400.0,-0.9998,0.144,0.765,0.091
2013-04-23,14.428214,14.585,14.243214000000002,14.504643,664238400.0,-0.9999,0.143,0.778,0.079
2013-04-24,14.055,14.830357000000001,14.017857000000001,14.480714,969651200.0,-1.0,0.189,0.721,0.09
2013-04-25,14.686785999999998,14.783570999999998,14.535714000000002,14.585,384837600.0,-0.9999,0.139,0.795,0.066
2013-04-26,14.636071,14.956071,14.580357000000001,14.9,764097600.0,-0.9998,0.139,0.778,0.083
2013-04-29,15.016070999999998,15.486429000000001,15.0,15.361429000000001,640326400.0,-0.9997,0.148,0.747,0.105
2013-04-30,15.539285999999999,15.901785999999998,15.431071,15.813571,691538400.0,-0.9996,0.14,0.756,0.105
2013-05-01,15.873570999999998,15.890357,15.513929000000001,15.688929000000002,506909200.0,-0.9999,0.143,0.776,0.081
2013-05-02,15.777857000000001,16.02107,15.736785999999999,15.911429,421828400.0,0.9134,0.114,0.77,0.116
2013-05-03,16.118214000000002,16.186787,16.041071,16.070715,361300800.0,-0.9999,0.149,0.76,0.091
2013-05-06,16.275356,16.507143,16.225357000000002,16.45393,496641600.0,-0.9999,0.141,0.774,0.085
2013-05-07,16.606071,16.633928,16.203571,16.380714,483753200.0,-0.9993,0.125,0.774,0.101
2013-05-08,16.394285,16.620358,16.278929,16.565714,472598000.0,-0.9988,0.128,0.763,0.109
2013-05-09,16.421785,16.535713,16.270714,16.313213,398487600.0,-0.9996,0.129,0.776,0.095
2013-05-10,16.356071,16.418215,16.088572,16.1775,334852000.0,-0.9999,0.149,0.758,0.093
2013-05-13,16.125357,16.353571,16.125,16.240713,316948800.0,-0.9979,0.122,0.77,0.108
2013-05-14,16.208929,16.257143,15.791070999999999,15.852143,447118000.0,-0.9998,0.142,0.756,0.101
2013-05-15,15.684285999999998,15.75,15.084285999999999,15.316070999999999,741613600.0,-0.9998,0.145,0.763,0.092
2013-05-16,15.115714,15.6375,14.960714000000001,15.520714000000002,603204000.0,-0.9998,0.133,0.776,0.091
2013-05-17,15.680357,15.7175,15.393214000000002,15.473571,427904400.0,-0.9998,0.142,0.768,0.089
2013-05-20,15.425357,15.921429000000002,15.360714000000002,15.818929,451578400.0,-0.9998,0.129,0.797,0.074
2013-05-21,15.648214000000001,15.91,15.507143,15.702143,456022000.0,-0.9998,0.14,0.769,0.091
2013-05-22,15.858929000000002,16.012501,15.650714,15.7625,443038400.0,-0.9998,0.134,0.788,0.078
2013-05-23,15.569643,15.934285999999998,15.563929000000002,15.790714000000001,353021200.0,-0.9998,0.138,0.771,0.091
2013-05-24,15.744643,15.916429,15.727143,15.898214000000001,276166800.0,-0.9999,0.144,0.781,0.075
2013-05-28,16.067857999999998,16.111071,15.744643,15.765714000000001,386145200.0,-0.9997,0.136,0.768,0.096
2013-05-29,15.714285999999998,15.982142999999999,15.692857,15.891070999999998,330576400.0,-0.9996,0.131,0.77,0.099
2013-05-30,15.916070999999999,16.232143,15.875357000000001,16.127857000000002,353519600.0,-0.9999,0.143,0.774,0.084
2013-05-31,16.160713,16.325001,16.053572,16.061787,384302800.0,-0.9989,0.093,0.842,0.065
2013-06-03,16.0975,16.155714,15.802857000000001,16.097143,372352400.0,-0.9995,0.118,0.798,0.084
2013-06-04,16.186428,16.229643,15.978214000000001,16.046785,292728800.0,-0.9636,0.092,0.825,0.084
2013-06-05,15.916070999999999,16.097143,15.846785999999998,15.896785999999999,290589600.0,-0.9972,0.114,0.787,0.099
2013-06-06,15.909642999999999,15.964285999999998,15.501786,15.659285999999998,416934000.0,-0.9994,0.123,0.781,0.096
2013-06-07,15.589285999999998,15.83,15.456071,15.778929000000002,404535600.0,-0.9971,0.085,0.848,0.067
2013-06-10,15.883214,16.03857,15.6,15.674643,450153200.0,-0.9995,0.142,0.746,0.112
2013-06-11,15.562142999999999,15.812857000000001,15.475714000000002,15.628570999999999,286112400.0,-0.9999,0.129,0.796,0.075
2013-06-12,15.696429,15.758929,15.410714000000002,15.435357000000002,265227200.0,-0.9993,0.108,0.818,0.074
2013-06-13,15.446429,15.612143,15.3125,15.57,285832400.0,-0.9998,0.126,0.795,0.08
2013-06-14,15.55,15.581786,15.303571,15.358929000000002,271866000.0,-0.9998,0.127,0.802,0.071
2013-06-17,15.408570999999998,15.560714,15.37,15.428571,259414400.0,-0.9994,0.116,0.804,0.08
2013-06-18,15.412857,15.532143,15.364643,15.420357000000001,195025600.0,-0.9998,0.133,0.788,0.079
2013-06-19,15.407143,15.416429,15.107142999999999,15.107142999999999,310940000.0,-0.9999,0.131,0.799,0.07
2013-06-20,14.975,15.213571,14.8275,14.887143,357310800.0,-0.9998,0.147,0.753,0.1
2013-06-21,14.946071,15.0,14.575,14.767857000000001,481118400.0,-0.9998,0.132,0.785,0.084
2013-06-24,14.55,14.595,14.216071,14.376429000000002,480746000.0,-0.9992,0.112,0.798,0.089
2013-06-25,14.489285999999998,14.563929000000002,14.243929000000001,14.379643,314162800.0,-0.9991,0.11,0.805,0.085
2013-06-26,14.425,14.456786,14.130714000000001,14.216785999999999,367724000.0,-0.9998,0.127,0.804,0.069
2013-06-27,14.258929,14.335357,14.055,14.063571,337246000.0,-0.9997,0.124,0.791,0.084
2013-06-28,13.977143,14.295357000000001,13.888214000000001,14.161786,578516400.0,-0.9999,0.158,0.742,0.101
2013-07-01,14.381785999999998,14.723929,14.329285999999998,14.615,391053600.0,-0.9996,0.127,0.784,0.089
2013-07-02,14.641429,15.058214000000001,14.623929,14.946071,469865200.0,-0.9998,0.126,0.79,0.084
2013-07-03,15.030714000000001,15.106429,14.908929,15.028571,240928800.0,-0.9997,0.13,0.779,0.091
2013-07-05,15.013929000000001,15.1175,14.833929000000001,14.907857,274024800.0,-0.9999,0.143,0.771,0.086
2013-07-08,15.003929000000001,15.035714000000002,14.666070999999999,14.823214000000002,298138400.0,-0.9994,0.113,0.805,0.082
2013-07-09,14.771429000000001,15.125,14.656429000000001,15.083929000000001,352584400.0,-0.9999,0.157,0.767,0.076
2013-07-10,14.985714000000002,15.171429000000002,14.9375,15.026071,281405600.0,-0.9999,0.143,0.777,0.08
2013-07-11,15.105357000000001,15.294642999999999,15.041785999999998,15.260357,326292400.0,-0.9999,0.148,0.767,0.085
2013-07-12,15.273214000000001,15.349642999999999,15.121785999999998,15.2325,279563200.0,-0.9998,0.136,0.784,0.08
2013-07-15,15.178929,15.409285999999998,15.171429000000002,15.265714000000001,241917200.0,-0.9996,0.129,0.782,0.089
2013-07-16,15.232857000000001,15.3825,15.148929,15.364285999999998,216538000.0,-0.9999,0.164,0.753,0.083
2013-07-17,15.346429,15.436429,15.293571,15.368214000000002,198990400.0,-0.9999,0.152,0.793,0.055
2013-07-18,15.477857,15.531070999999999,15.378929000000001,15.42,218878800.0,-0.9998,0.122,0.809,0.069
2013-07-19,15.467857,15.499285999999998,15.155357,15.176785999999998,268721600.0,-0.9999,0.15,0.778,0.072
2013-07-22,15.337857000000001,15.348214000000002,15.195357000000001,15.225357,207796400.0,-0.9998,0.135,0.779,0.085
2013-07-23,15.214285999999998,15.248570999999998,14.953929,14.963929,369395600.0,-1.0,0.171,0.754,0.074
2013-07-24,15.676070999999999,15.878214000000002,15.545,15.7325,591936800.0,-0.9998,0.132,0.797,0.071
2013-07-25,15.739285999999998,15.764285999999998,15.564642999999998,15.660714000000002,229493600.0,-0.9999,0.15,0.788,0.062
2013-07-26,15.546429000000002,15.751429000000002,15.512143,15.749642999999999,200152400.0,-0.9999,0.142,0.785,0.073
2013-07-29,15.742857,16.071072,15.721429,15.9925,248057600.0,-0.9999,0.156,0.763,0.082
2013-07-30,16.07,16.326786,16.043928,16.190001000000002,309422400.0,-0.9999,0.151,0.773,0.075
2013-07-31,16.249643,16.33357,16.051071,16.161785000000002,322957600.0,-0.9998,0.123,0.811,0.066
2013-08-01,16.276787,16.314285,16.187857,16.309998999999998,206250800.0,-0.9999,0.144,0.771,0.085
2013-08-02,16.3575,16.530357000000002,16.309286,16.519285,274783600.0,-0.9998,0.145,0.76,0.095
2013-08-05,16.596071,16.809642999999998,16.505357999999998,16.766071,318855600.0,-0.9992,0.128,0.767,0.105
2013-08-06,16.715,16.853214,16.506071,16.616072,334857600.0,-0.9998,0.141,0.766,0.093
2013-08-07,16.564285,16.678572,16.491785,16.606428,298858000.0,-0.9994,0.11,0.812,0.077
2013-08-08,16.566429,16.575001,16.355356,16.464643,255777200.0,-0.9998,0.141,0.768,0.091
2013-08-09,16.379998999999998,16.445,16.201786,16.230356,266865200.0,-0.9999,0.142,0.769,0.089
2013-08-12,16.316429,16.737499,16.308214000000003,16.691429,364434000.0,-0.9999,0.148,0.761,0.091
2013-08-13,16.819285999999998,17.66643,16.716070000000002,17.484644,881941200.0,-0.9995,0.124,0.785,0.09
2013-08-14,17.781429,18.008928,17.621429,17.803572,756372400.0,-0.9993,0.094,0.847,0.058
2013-08-15,17.729286,17.942857999999998,17.467142000000003,17.782498999999998,490294000.0,-0.9998,0.145,0.756,0.099
2013-08-16,17.862499,17.962142999999998,17.816429,17.940357000000002,362306000.0,-0.9988,0.117,0.789,0.094
2013-08-19,18.012142,18.347857,18.0,18.133572,510518400.0,-0.9997,0.125,0.796,0.079
2013-08-20,18.20393,18.234644,17.886429,17.895357,358688400.0,-0.9998,0.132,0.788,0.08
2013-08-21,17.985357,18.112499,17.9,17.941429,335879600.0,-0.9998,0.131,0.786,0.083
2013-08-22,18.035,18.056786,17.792856,17.962856,244207600.0,-0.9999,0.142,0.783,0.075
2013-08-23,17.973928,17.976785999999997,17.833929,17.893572,222731600.0,-0.9999,0.156,0.76,0.083
2013-08-26,17.883928,18.221429999999998,17.875,17.963214999999998,330965600.0,-0.9998,0.152,0.748,0.1
2013-08-27,17.785713,17.946787,17.367857,17.449642,424188800.0,-0.9998,0.138,0.776,0.086
2013-08-28,17.357143,17.707144,17.357143,17.532142999999998,307608000.0,-0.9999,0.149,0.769,0.082
2013-08-29,17.558929,17.732143,17.540357999999998,17.560715,239657600.0,-0.9992,0.119,0.785,0.096
2013-08-30,17.571428,17.605356,17.375,17.400714999999998,272297200.0,-0.9998,0.127,0.796,0.078
2013-09-03,17.610714,17.878571,17.405357000000002,17.449285999999997,331928800.0,-0.9999,0.14,0.776,0.084
2013-09-04,17.841429,17.937143,17.724285000000002,17.810356,345032800.0,-0.9999,0.137,0.784,0.079
2013-09-05,17.866072,17.881429999999998,17.629998999999998,17.688213,236367600.0,-0.9998,0.118,0.816,0.066
2013-09-06,17.80143,17.834999,17.498215,17.793571,359525600.0,-0.9997,0.13,0.78,0.09
2013-09-09,18.035713,18.139999,17.981428,18.077499,340687200.0,-0.9998,0.147,0.751,0.102
2013-09-10,18.078571,18.123215,17.482143,17.665714,743195600.0,-0.9995,0.121,0.792,0.087
2013-09-11,16.678928,16.9175,16.600357000000002,16.70393,898696400.0,-0.9997,0.121,0.799,0.08
2013-09-12,16.732143,16.978571,16.643213,16.881785999999998,404051200.0,-0.9997,0.129,0.782,0.089
2013-09-13,16.762142,16.85107,16.596429999999998,16.603571,298835600.0,-0.9997,0.147,0.743,0.109
2013-09-16,16.464287,16.486071,15.972142999999999,16.075714,543706800.0,-0.9993,0.131,0.759,0.11
2013-09-17,15.998570999999998,16.418215,15.982142999999999,16.261429,399380800.0,-0.9998,0.141,0.762,0.097
2013-09-18,16.542143,16.655357000000002,16.452143,16.595715,456862000.0,-0.9997,0.136,0.763,0.101
2013-09-19,16.810715,16.993929,16.758928,16.867857,404541200.0,-0.9888,0.115,0.775,0.109
2013-09-20,17.071428,17.091070000000002,16.642857,16.693214,699302800.0,-0.9996,0.128,0.777,0.095
2013-09-23,17.717857000000002,17.746786,17.235714,17.522858,762106800.0,-0.9998,0.135,0.78,0.085
2013-09-24,17.674286,17.695356,17.422144,17.467857000000002,364344400.0,-1.0,0.167,0.754,0.079
2013-09-25,17.471429999999998,17.487143,17.193929999999998,17.1975,316957200.0,-0.9999,0.155,0.758,0.087
2013-09-26,17.357143,17.44857,17.282142999999998,17.365,237221600.0,-0.9995,0.111,0.806,0.083
2013-09-27,17.277857,17.309642999999998,17.168571,17.241072,228040400.0,-0.9999,0.133,0.785,0.082
2013-09-30,17.044643,17.202143,16.943214,17.026787,260156400.0,-0.9994,0.113,0.805,0.082
2013-10-01,17.0875,17.469286,17.084999,17.427143,353883600.0,-0.9999,0.161,0.753,0.086
2013-10-02,17.343929,17.564285,17.276787,17.484285,289184000.0,-0.9997,0.128,0.786,0.086
2013-10-03,17.518213,17.583929,17.169287,17.264643,322753200.0,-0.9985,0.125,0.764,0.111
2013-10-04,17.280714,17.307142000000002,17.092857000000002,17.251072,258868400.0,-0.9991,0.117,0.782,0.101
2013-10-07,17.377144,17.594642999999998,17.333929,17.419643,312292400.0,-0.9995,0.114,0.801,0.085
2013-10-08,17.497856,17.522858,17.162144,17.17643,290917200.0,-0.9995,0.116,0.798,0.086
2013-10-09,17.308571,17.42107,17.081429,17.378214,301725200.0,-0.9993,0.127,0.767,0.106
2013-10-10,17.547144,17.584999,17.394285,17.487143,278602800.0,-0.9999,0.162,0.745,0.093
2013-10-11,17.3925,17.637142,17.327143,17.600357000000002,267738800.0,-0.9998,0.138,0.765,0.097
2013-10-14,17.493929,17.770714,17.476785999999997,17.715714000000002,261898000.0,-0.9996,0.115,0.803,0.081
2013-10-15,17.768213,17.928572,17.697144,17.809998999999998,320073600.0,-0.9971,0.114,0.782,0.104
2013-10-16,17.885357,17.9475,17.829643,17.896786,251101200.0,-0.9999,0.136,0.791,0.073
2013-10-17,17.856428,18.027857,17.845715,18.017857,253593200.0,-0.9994,0.13,0.763,0.107
2013-10-18,18.071072,18.187857,18.061071,18.174643,290542000.0,-0.9999,0.149,0.759,0.091
2013-10-21,18.2775,18.725,18.268572,18.620001000000002,398106800.0,-0.9998,0.126,0.791,0.083
2013-10-22,18.800358,18.873215,18.143929,18.566785999999997,534063600.0,-0.9999,0.143,0.772,0.085
2013-10-23,18.535713,18.77393,18.535713,18.748571,313723200.0,-0.989,0.078,0.854,0.068
2013-10-24,18.75,19.016787,18.658929999999998,18.996786,384764800.0,-0.9997,0.14,0.757,0.103
2013-10-25,18.975714,19.043928,18.753929,18.784285999999998,337792000.0,-0.9994,0.101,0.827,0.073
2013-10-28,18.894285,18.964287,18.686071,18.924286,550440800.0,-0.9997,0.137,0.761,0.102
2013-10-29,19.1525,19.258928,18.376429,18.452856,635807200.0,-0.9998,0.143,0.764,0.092
2013-10-30,18.557501000000002,18.84,18.465,18.746429,354163600.0,-0.9998,0.145,0.761,0.094
2013-10-31,18.75,18.838928,18.616785,18.667856,275696400.0,-0.9999,0.144,0.765,0.091
2013-11-01,18.715,18.742857,18.422857,18.5725,274890000.0,-0.9998,0.135,0.771,0.094
2013-11-04,18.610714,18.815001000000002,18.528929,18.8125,244627600.0,-0.9962,0.093,0.825,0.083
2013-11-05,18.735001,18.888929,18.678572,18.766071,265213200.0,-0.9998,0.148,0.743,0.109
2013-11-06,18.719642999999998,18.745001000000002,18.507143,18.604286,223375600.0,-0.9999,0.16,0.737,0.103
2013-11-07,18.556429,18.685356,18.299286,18.303213,262620400.0,-0.9998,0.127,0.792,0.081
2013-11-08,18.377857000000002,18.611786,18.306786,18.591429,279316800.0,-0.9977,0.112,0.786,0.102
2013-11-11,18.571072,18.631071,18.371786,18.5375,227452400.0,-0.9933,0.101,0.806,0.093
2013-11-12,18.488214000000003,18.71143,18.464287,18.571787,204276800.0,-0.9999,0.152,0.766,0.082
2013-11-13,18.5,18.651787,18.462856,18.593929,197220800.0,-0.9998,0.148,0.745,0.107
2013-11-14,18.671785,18.902857,18.638214,18.862858,282419200.0,-0.9989,0.121,0.776,0.103
2013-11-15,18.806429,18.89607,18.731787,18.749643,317920400.0,-0.9997,0.131,0.775,0.093
2013-11-18,18.749643,18.828215,18.507143,18.522499,244944000.0,0.8605,0.111,0.774,0.115
2013-11-19,18.536785000000002,18.692142,18.498928,18.555357,208938800.0,-0.9998,0.121,0.802,0.077
2013-11-20,18.543928,18.58643,18.368929,18.392857,193916800.0,-0.9999,0.156,0.757,0.087
2013-11-21,18.485714,18.614643,18.345357999999997,18.612143,262026800.0,-0.9999,0.165,0.747,0.089
2013-11-22,18.554285,18.648571,18.518929,18.564285,223725600.0,-0.9996,0.119,0.794,0.087
2013-11-25,18.607857,18.781071,18.607143,18.705,229311600.0,-0.9975,0.117,0.777,0.105
2013-11-26,18.718571,19.147858,18.714287,19.049999,401382800.0,-0.9997,0.129,0.786,0.085
2013-11-27,19.153929,19.5,19.049999,19.498571,363448400.0,-0.9999,0.151,0.75,0.099
2013-11-29,19.624287,19.940357000000002,19.564644,19.859644,318127600.0,-0.9998,0.133,0.775,0.092
2013-12-02,19.928572,20.154642000000003,19.672144,19.686787,472544800.0,-0.9992,0.128,0.762,0.109
2013-12-03,19.939285,20.227857999999998,19.917143,20.225714,450968000.0,-0.9998,0.141,0.766,0.093
2013-12-04,20.196428,20.328215,20.029285,20.178572,377809600.0,-0.9997,0.127,0.786,0.087
2013-12-05,20.451786,20.540714,20.22893,20.282142999999998,447580000.0,-0.9998,0.134,0.774,0.092
2013-12-06,20.206785,20.241072,19.984644,20.000713,344352400.0,-0.9999,0.152,0.76,0.088
2013-12-09,20.032142999999998,20.342142000000003,20.032142999999998,20.229643,320493600.0,0.9953,0.124,0.743,0.133
2013-12-10,20.127857000000002,20.281429,20.042856,20.198214,278269600.0,-0.9995,0.129,0.768,0.103
2013-12-11,20.25,20.391787,19.98893,20.048571,359718800.0,-0.9997,0.141,0.753,0.106
2013-12-12,20.076429,20.190714,20.001072,20.019285,262290000.0,-0.9998,0.145,0.751,0.104
2013-12-13,20.101785999999997,20.102857999999998,19.77393,19.801071,332822000.0,-0.9999,0.136,0.782,0.082
2013-12-16,19.822144,20.094286,19.821787,19.910713,282592800.0,-0.9994,0.133,0.754,0.114
2013-12-17,19.850357000000002,19.98,19.763571,19.821072,229902400.0,-0.9996,0.141,0.753,0.106
2013-12-18,19.632143,19.694643,19.242857,19.670357,565863200.0,-0.9997,0.132,0.774,0.094
2013-12-19,19.625,19.642857,19.418928,19.445,320308800.0,-0.9998,0.136,0.772,0.092
2013-12-20,19.479643,19.700357,19.457857,19.607857,436413600.0,-0.9995,0.106,0.822,0.072
2013-12-23,20.285713,20.382856,20.098572,20.360357,501306400.0,-0.9997,0.131,0.779,0.09
2013-12-24,20.353214,20.424286,20.215357,20.27393,167554800.0,-0.9988,0.12,0.777,0.103
2013-12-26,20.289285999999997,20.339287,20.120714000000003,20.139286,204008000.0,-0.9945,0.122,0.762,0.115
2013-12-27,20.136429,20.157498999999998,19.982143,20.003214,225884400.0,-0.9998,0.149,0.742,0.11
2013-12-30,19.909285999999998,20.003214,19.725714,19.804285,253629600.0,-0.9993,0.125,0.769,0.106
2013-12-31,19.791786,20.045713,19.785713,20.036428,223084400.0,-0.9997,0.142,0.754,0.104
2014-01-02,19.845715,19.893929,19.715,19.754642,234684800.0,-0.9998,0.137,0.773,0.09
2014-01-03,19.745001000000002,19.775,19.301071,19.320715,392467600.0,-0.9998,0.143,0.756,0.101
2014-01-06,19.194643,19.528570000000002,19.057142000000002,19.426071,412610800.0,-0.9995,0.116,0.795,0.089
2014-01-07,19.440001000000002,19.498571,19.21143,19.287144,317209200.0,-0.9999,0.158,0.76,0.082
2014-01-08,19.243214000000002,19.484285,19.23893,19.409285999999998,258529600.0,-0.9998,0.135,0.777,0.089
2014-01-09,19.528570000000002,19.530714,19.119642000000002,19.161428,279148800.0,-0.9996,0.113,0.812,0.075
2014-01-10,19.279642000000003,19.314285,18.968214,19.033571,304976000.0,-0.9993,0.12,0.782,0.098
2014-01-13,18.925358,19.375,18.924286,19.133215,378492800.0,0.9982,0.104,0.772,0.124
2014-01-14,19.222143,19.526072,19.202143,19.513929,332561600.0,0.961,0.096,0.801,0.102
2014-01-15,19.768572,20.007143,19.702143,19.905714,391638800.0,-0.9991,0.125,0.772,0.104
2014-01-16,19.817857999999998,19.887501,19.702856,19.794643,229278000.0,-0.9986,0.11,0.795,0.095
2014-01-17,19.695715,19.716785,19.282142999999998,19.309642999999998,426739600.0,-0.9995,0.124,0.778,0.097
2014-01-21,19.321072,19.645357,19.300714000000003,19.609644,328526800.0,-0.9986,0.121,0.769,0.11
2014-01-22,19.675358,19.903214000000002,19.564644,19.696787,379985200.0,-0.9996,0.137,0.755,0.108
2014-01-23,19.640715,19.875,19.4575,19.863571,403239200.0,-0.9994,0.122,0.777,0.101
2014-01-24,19.785713,19.843571,19.455357,19.502501000000002,429354800.0,-0.9973,0.105,0.802,0.092
2014-01-27,19.645357,19.814285,19.491072,19.660713,554878800.0,0.9967,0.106,0.772,0.122
2014-01-28,18.17,18.392857,17.931070000000002,18.089287,1065523200.0,-0.9998,0.139,0.771,0.089
2014-01-29,17.998215,18.120358,17.807858,17.883928,502810000.0,-0.9999,0.142,0.766,0.092
2014-01-30,17.947857,18.089287,17.739286,17.849285000000002,678501600.0,-0.9997,0.123,0.79,0.088
2014-01-31,17.684998999999998,17.911785000000002,17.626785,17.878571,464797200.0,-0.9979,0.084,0.848,0.068
2014-02-03,17.950357,18.133215,17.832144,17.911785000000002,401464000.0,-0.9998,0.151,0.737,0.112
2014-02-04,18.066071,18.195,17.955713,18.17107,376681200.0,-0.9999,0.161,0.765,0.075
2014-02-05,18.091429,18.402857,18.080357,18.306786,328344800.0,-0.9999,0.153,0.759,0.087
2014-02-06,18.216429,18.339287,18.13607,18.303928,257765200.0,-0.9999,0.165,0.751,0.085
2014-02-07,18.620714000000003,18.676071,18.477857999999998,18.559998999999998,370280400.0,-0.9983,0.111,0.793,0.097
2014-02-10,18.523571,18.999643,18.5,18.8925,345559200.0,-0.9996,0.138,0.754,0.108
2014-02-11,18.950357,19.205357,18.910713,19.14143,282256800.0,-0.9999,0.142,0.772,0.086
2014-02-12,19.176786,19.27,19.044287,19.139999,308100800.0,-0.9995,0.127,0.771,0.102
2014-02-13,19.094998999999998,19.458929,19.078571,19.443929999999998,307398000.0,-0.9995,0.121,0.782,0.097
2014-02-14,19.373928,19.499287,19.32893,19.428213,272924400.0,-0.952,0.112,0.773,0.115
2014-02-18,19.5,19.685356,19.486071,19.499643,260251600.0,-0.9998,0.133,0.787,0.08
2014-02-19,19.455357,19.531786,19.083929,19.191785999999997,313768000.0,-0.9999,0.139,0.776,0.085
2014-02-20,19.035357,19.178572,18.892857,18.969642999999998,305858000.0,-0.9995,0.119,0.789,0.092
2014-02-21,19.028214000000002,19.091785,18.735714,18.758928,278784800.0,-0.9999,0.14,0.772,0.088
2014-02-24,18.683929,18.925714000000003,18.657857999999997,18.841070000000002,288909600.0,-0.9998,0.141,0.764,0.094
2014-02-25,18.906429,18.913214,18.607143,18.645,231952000.0,-0.9998,0.117,0.808,0.075
2014-02-26,18.700357,18.75,18.414285999999997,18.476785999999997,276217200.0,-0.9996,0.122,0.782,0.096
2014-02-27,18.469286,18.885,18.430357,18.845357999999997,301882000.0,-0.9993,0.121,0.778,0.101
2014-02-28,18.895714,19.026787,18.647142000000002,18.794287,371968800.0,-0.999,0.1,0.818,0.082
2014-03-03,18.693571,18.951786,18.671785,18.848572,238781200.0,-0.9176,0.125,0.752,0.123
2014-03-04,18.964287,19.022858,18.848928,18.972857,259140000.0,-0.9999,0.144,0.765,0.091
2014-03-05,18.96143,19.098213,18.897499,19.012857,200062800.0,-0.9999,0.14,0.78,0.08
2014-03-06,19.028214000000002,19.087142999999998,18.860714,18.955357,185488800.0,-0.9988,0.107,0.803,0.09
2014-03-07,18.967501000000002,18.999287,18.7875,18.944285999999998,220729600.0,-0.9997,0.119,0.799,0.082
2014-03-10,18.870001000000002,19.047501,18.869286,18.96143,178584000.0,-0.9994,0.129,0.765,0.106
2014-03-11,19.123215,19.240713,19.02107,19.14607,279224400.0,-0.9997,0.127,0.78,0.093
2014-03-12,19.089643,19.191071,19.0,19.164642,199326400.0,-0.9996,0.118,0.794,0.088
2014-03-13,19.194285999999998,19.273571,18.898571,18.951786,257742800.0,-0.9998,0.124,0.793,0.084
2014-03-14,18.885357,18.960358,18.678572,18.73893,237199200.0,-0.9998,0.136,0.768,0.096
2014-03-17,18.846429999999998,18.9275,18.780357000000002,18.812143,199544800.0,0.9924,0.099,0.793,0.108
2014-03-18,18.782142999999998,18.998928,18.757143,18.978571,209647200.0,0.993,0.087,0.816,0.098
2014-03-19,19.009287,19.151428,18.892857,18.973572,224756000.0,-0.9997,0.107,0.818,0.075
2014-03-20,18.924643,19.02393,18.833929,18.882143,208398400.0,-0.9998,0.135,0.775,0.09
2014-03-21,18.997498999999998,19.0625,18.797501,19.031071,374046400.0,-0.9967,0.117,0.775,0.108
2014-03-24,19.229286,19.303572,19.109285,19.256785999999998,355700800.0,0.998,0.085,0.812,0.103
2014-03-25,19.339287,19.491072,19.27107,19.463928,282293200.0,-0.9983,0.114,0.785,0.1
2014-03-26,19.518572,19.607143,19.245001000000002,19.277857,299768000.0,-0.9995,0.118,0.793,0.089
