,Open,High,Low,Close,Volume,compound,negative,neutral,positive
2001-12-18,0.37303600000000003,0.380893,0.36107100000000003,0.375179,235239200.0,-0.9953,0.11,0.823,0.066
2001-12-19,0.3675,0.38714299999999996,0.365536,0.386071,289956800.0,-0.9954,0.119,0.797,0.085
2001-12-20,0.382143,0.383393,0.368214,0.369107,220864000.0,-0.9963,0.115,0.82,0.065
2001-12-21,0.375179,0.38464299999999996,0.371429,0.375,256334400.0,-0.9971,0.104,0.828,0.067
2001-12-24,0.373214,0.383036,0.373214,0.381429,50629600.0,-0.9991,0.159,0.758,0.083
2001-12-26,0.38125,0.398214,0.3775,0.38375,146400800.0,-0.9971,0.116,0.819,0.065
2001-12-27,0.385357,0.397321,0.385357,0.39410700000000004,191508800.0,-0.9928,0.111,0.798,0.09
2001-12-28,0.39232100000000003,0.410714,0.39214299999999996,0.400536,299124000.0,-0.9956,0.121,0.796,0.083
2001-12-31,0.401964,0.404643,0.38982100000000003,0.391071,137782400.0,-0.9967,0.127,0.819,0.054
2002-01-02,0.39375,0.416071,0.39214299999999996,0.416071,529496800.0,-0.9922,0.087,0.845,0.068
2002-01-03,0.410714,0.42410699999999996,0.406607,0.42107100000000003,612007200.0,-0.9962,0.089,0.847,0.063
2002-01-04,0.416786,0.427679,0.41053599999999996,0.42303599999999997,409976000.0,-0.9979,0.125,0.787,0.088
2002-01-07,0.42357100000000003,0.428571,0.40625,0.408929,444584000.0,-0.9507,0.1,0.811,0.089
2002-01-08,0.40625,0.41160699999999995,0.401071,0.40375,450038400.0,-0.9942,0.104,0.811,0.086
2002-01-09,0.407143,0.409464,0.38,0.38660700000000003,327835200.0,-0.9974,0.099,0.829,0.071
2002-01-10,0.378929,0.383214,0.361607,0.379107,452737600.0,-0.9944,0.083,0.857,0.06
2002-01-11,0.38196399999999997,0.39,0.367857,0.375893,348801600.0,-0.9996,0.156,0.774,0.07
2002-01-14,0.375179,0.382143,0.373214,0.377679,415996000.0,0.9959,0.093,0.784,0.123
2002-01-15,0.380714,0.388571,0.37875,0.3875,290320800.0,-0.8597,0.088,0.82,0.092
2002-01-16,0.382321,0.382321,0.366071,0.371071,566893600.0,-0.9984,0.13,0.782,0.088
2002-01-17,0.39214299999999996,0.406071,0.390536,0.401429,660576000.0,-0.9942,0.105,0.809,0.086
2002-01-18,0.392857,0.403571,0.39214299999999996,0.395893,338811200.0,-0.9959,0.126,0.771,0.104
2002-01-22,0.397679,0.399464,0.38964299999999996,0.38964299999999996,327314400.0,-0.9987,0.115,0.798,0.088
2002-01-23,0.389286,0.411429,0.385536,0.411071,443279200.0,-0.9919,0.114,0.792,0.095
2002-01-24,0.409107,0.419821,0.408929,0.41446400000000005,344002400.0,-0.984,0.105,0.8,0.095
2002-01-25,0.40875,0.41821400000000003,0.404643,0.415179,185914400.0,-0.9875,0.098,0.821,0.081
2002-01-28,0.417857,0.42053599999999997,0.40571399999999996,0.41553599999999996,186446400.0,-0.9812,0.105,0.804,0.091
2002-01-29,0.41464300000000004,0.420357,0.408036,0.41196400000000005,240324000.0,-0.9962,0.116,0.793,0.092
2002-01-30,0.41196400000000005,0.431071,0.40964300000000003,0.430179,471576000.0,-0.9984,0.102,0.834,0.065
2002-01-31,0.431429,0.44160699999999997,0.430536,0.441429,468445600.0,-0.9949,0.1,0.83,0.07
2002-02-01,0.434643,0.44571400000000005,0.434643,0.43589300000000003,398305600.0,-0.997,0.129,0.784,0.087
2002-02-04,0.43428599999999995,0.455714,0.43214300000000005,0.452679,522373600.0,-0.7558,0.085,0.823,0.093
2002-02-05,0.448036,0.463929,0.44785699999999995,0.45446400000000003,456887200.0,-0.9973,0.089,0.857,0.054
2002-02-06,0.457143,0.463929,0.43125,0.440536,597576000.0,-0.998,0.127,0.776,0.097
2002-02-07,0.440179,0.451607,0.43,0.433929,347832800.0,-0.9894,0.103,0.806,0.091
2002-02-08,0.43571400000000005,0.44,0.417321,0.42910699999999996,355331200.0,-0.9966,0.102,0.826,0.073
2002-02-11,0.427321,0.446429,0.423929,0.446071,398602400.0,0.9954,0.073,0.838,0.09
2002-02-12,0.440357,0.447143,0.43660699999999997,0.44125,224280000.0,-0.9266,0.096,0.81,0.094
2002-02-13,0.44160699999999997,0.45071400000000006,0.440179,0.446607,312872000.0,-0.9958,0.124,0.771,0.105
2002-02-14,0.447321,0.450536,0.435357,0.43928599999999995,260170400.0,-0.9857,0.096,0.824,0.08
2002-02-15,0.438036,0.446071,0.425893,0.42678599999999994,260187200.0,-0.9982,0.135,0.767,0.098
2002-02-19,0.42428599999999994,0.42625,0.401429,0.403929,390258400.0,0.9737,0.097,0.791,0.112
2002-02-20,0.406607,0.414286,0.399107,0.41303599999999996,285443200.0,-0.9982,0.103,0.833,0.064
2002-02-21,0.40928600000000004,0.410714,0.383036,0.383929,446751200.0,-0.9981,0.119,0.79,0.091
2002-02-22,0.386786,0.409821,0.383929,0.406071,406476000.0,-0.9954,0.125,0.77,0.104
2002-02-25,0.408036,0.441429,0.39928600000000003,0.425179,426848800.0,-0.9957,0.115,0.789,0.096
2002-02-26,0.426964,0.435179,0.415179,0.42267899999999997,260131200.0,-0.9974,0.131,0.77,0.1
2002-02-27,0.4275,0.433036,0.373929,0.39214299999999996,1030159200.0,-0.9958,0.116,0.797,0.088
2002-02-28,0.395536,0.403393,0.38125,0.3875,456937600.0,-0.9988,0.144,0.76,0.096
2002-03-01,0.39160700000000004,0.41964300000000004,0.38964299999999996,0.41875,348992000.0,-0.9798,0.094,0.816,0.09
2002-03-04,0.415357,0.438929,0.406429,0.43375,348258400.0,-0.9982,0.134,0.761,0.105
2002-03-05,0.43125,0.43625,0.417857,0.42017899999999997,274702400.0,-0.9971,0.119,0.798,0.083
2002-03-06,0.419286,0.434643,0.409464,0.429821,226206400.0,-0.9981,0.131,0.777,0.092
2002-03-07,0.42964300000000005,0.438036,0.42160699999999995,0.435357,258249600.0,-0.9937,0.087,0.85,0.063
2002-03-08,0.44178599999999996,0.448036,0.433929,0.440357,269774400.0,-0.8563,0.097,0.807,0.096
2002-03-11,0.43928599999999995,0.448929,0.430357,0.4475,262785600.0,-0.9956,0.1,0.826,0.074
2002-03-12,0.437679,0.44178599999999996,0.430357,0.441429,254055200.0,0.9594,0.067,0.858,0.075
2002-03-13,0.435179,0.44375,0.43125,0.437321,200765600.0,0.7301,0.077,0.837,0.085
2002-03-14,0.433929,0.43928599999999995,0.42625,0.43625,217296800.0,0.8485,0.073,0.847,0.08
2002-03-15,0.43678599999999995,0.44571400000000005,0.433036,0.445536,240900800.0,-0.9986,0.134,0.771,0.095
2002-03-18,0.445536,0.447321,0.43428599999999995,0.44178599999999996,304556000.0,-0.9986,0.132,0.78,0.088
2002-03-19,0.44089300000000003,0.45178599999999997,0.433929,0.44375,242345600.0,-0.9987,0.13,0.781,0.09
2002-03-20,0.440357,0.448929,0.4375,0.445,294319200.0,-0.999,0.133,0.777,0.09
2002-03-21,0.426071,0.433929,0.415357,0.43339300000000003,616352800.0,-0.9994,0.158,0.763,0.078
2002-03-22,0.4325,0.438571,0.42625,0.430179,202193600.0,-0.9975,0.112,0.812,0.076
2002-03-25,0.429821,0.430179,0.415,0.41696400000000006,262830400.0,-0.9983,0.137,0.757,0.105
2002-03-26,0.414286,0.42214300000000005,0.410714,0.418929,257840800.0,-0.9989,0.13,0.782,0.089
2002-03-27,0.41696400000000006,0.42357100000000003,0.415357,0.41910699999999995,127702400.0,-0.9992,0.136,0.778,0.086
2002-03-28,0.42321400000000003,0.426429,0.418929,0.42267899999999997,108455200.0,-0.9954,0.125,0.782,0.093
2002-04-01,0.4175,0.441071,0.41571400000000003,0.43678599999999995,199046400.0,-0.9883,0.098,0.817,0.085
2002-04-02,0.428571,0.433929,0.42625,0.429821,203795200.0,-0.9991,0.13,0.792,0.078
2002-04-03,0.429464,0.437321,0.421429,0.42410699999999996,214530400.0,-0.9985,0.156,0.747,0.097
2002-04-04,0.42267899999999997,0.447321,0.42267899999999997,0.444643,338497600.0,-0.9896,0.084,0.85,0.066
2002-04-05,0.445536,0.449821,0.430357,0.44178599999999996,278348000.0,0.9815,0.095,0.795,0.11
2002-04-08,0.431429,0.44071400000000005,0.42464300000000005,0.438571,261514400.0,-0.9997,0.171,0.746,0.083
2002-04-09,0.43910699999999997,0.446429,0.42875,0.430357,191531200.0,-0.9985,0.136,0.773,0.09
2002-04-10,0.432321,0.445536,0.42875,0.440357,224980000.0,-0.9988,0.132,0.794,0.073
2002-04-11,0.44696400000000003,0.45,0.441964,0.443929,407254400.0,-0.9996,0.15,0.76,0.09
2002-04-12,0.446607,0.44946400000000003,0.43875,0.4475,320241600.0,-0.9979,0.132,0.785,0.082
2002-04-15,0.4475,0.449107,0.44285699999999995,0.446429,299370400.0,0.9452,0.08,0.826,0.094
2002-04-16,0.449107,0.464107,0.448571,0.459643,614577600.0,-0.9956,0.111,0.818,0.071
2002-04-17,0.46303599999999995,0.467321,0.453214,0.46625,396250400.0,-0.9993,0.152,0.762,0.086
2002-04-18,0.45535699999999996,0.455714,0.44428599999999996,0.45375,401710400.0,-0.996,0.106,0.823,0.071
2002-04-19,0.455179,0.455179,0.445179,0.446071,375407200.0,-0.9994,0.158,0.763,0.079
2002-04-22,0.443571,0.445179,0.432679,0.438036,269427200.0,-0.9236,0.103,0.804,0.093
2002-04-23,0.43821400000000005,0.4425,0.430179,0.433036,233469600.0,-0.9994,0.15,0.779,0.071
2002-04-24,0.433929,0.4375,0.422857,0.424464,140448000.0,-0.9982,0.125,0.791,0.084
2002-04-25,0.42071400000000003,0.434643,0.42053599999999997,0.43071400000000004,194202400.0,-0.9994,0.154,0.79,0.056
2002-04-26,0.433571,0.435179,0.410714,0.410893,304981600.0,-0.9904,0.09,0.839,0.071
2002-04-29,0.413571,0.42964300000000005,0.412321,0.427857,272288800.0,-0.9878,0.085,0.847,0.068
2002-04-30,0.42660699999999996,0.435357,0.42410699999999996,0.43339300000000003,280963200.0,-0.9969,0.12,0.799,0.08
2002-05-01,0.43375,0.43375,0.41714300000000004,0.42821400000000004,214704000.0,-0.9698,0.093,0.829,0.079
2002-05-02,0.425179,0.434643,0.421429,0.42303599999999997,239344000.0,-0.9617,0.08,0.853,0.067
2002-05-03,0.420893,0.428929,0.418393,0.419821,230781600.0,0.9772,0.079,0.819,0.102
2002-05-06,0.41696400000000006,0.41964300000000004,0.401071,0.404464,249664800.0,-0.9952,0.112,0.803,0.085
2002-05-07,0.40964300000000003,0.409821,0.395357,0.40125,242748800.0,-0.9994,0.147,0.77,0.083
2002-05-08,0.414286,0.437857,0.411429,0.435179,436682400.0,-0.9961,0.097,0.845,0.059
2002-05-09,0.433036,0.434821,0.425,0.431964,224616000.0,-0.9989,0.128,0.805,0.068
2002-05-10,0.43375,0.43375,0.41035699999999997,0.416429,235396000.0,-0.9989,0.145,0.772,0.084
2002-05-13,0.42,0.430179,0.40964300000000003,0.4275,265608000.0,-0.9699,0.077,0.863,0.059
2002-05-14,0.43660699999999997,0.458571,0.4325,0.457321,526506400.0,-0.9988,0.147,0.775,0.078
2002-05-15,0.453036,0.463929,0.443571,0.45142899999999997,335826400.0,-0.997,0.12,0.797,0.083
2002-05-16,0.4475,0.45446400000000003,0.441964,0.450179,227052000.0,-0.9888,0.111,0.797,0.092
2002-05-17,0.455179,0.46035699999999996,0.439464,0.446607,236493600.0,-0.9924,0.103,0.818,0.079
2002-05-20,0.43875,0.445179,0.438036,0.44178599999999996,269914400.0,-0.9109,0.11,0.785,0.104
2002-05-21,0.44339300000000004,0.446429,0.417857,0.418929,280991200.0,-0.9992,0.152,0.749,0.099
2002-05-22,0.417321,0.435179,0.416429,0.43428599999999995,290875200.0,-0.9992,0.156,0.746,0.098
2002-05-23,0.43660699999999997,0.45071400000000006,0.429821,0.449643,369398400.0,-0.9969,0.102,0.843,0.055
2002-05-24,0.44625,0.44625,0.427857,0.43125,166174400.0,-0.9985,0.137,0.775,0.088
2002-05-28,0.42303599999999997,0.43214300000000005,0.418393,0.42821400000000004,149716000.0,-0.9977,0.127,0.795,0.078
2002-05-29,0.42714300000000005,0.436429,0.41875,0.42821400000000004,221793600.0,-0.9985,0.144,0.759,0.097
2002-05-30,0.424464,0.435357,0.419821,0.43214300000000005,196375200.0,-0.9991,0.14,0.785,0.075
2002-05-31,0.430179,0.433036,0.41571400000000003,0.416071,365495200.0,-0.9982,0.129,0.797,0.075
2002-06-03,0.417679,0.41875,0.40321399999999996,0.409107,235110400.0,-0.9982,0.133,0.792,0.075
2002-06-04,0.408571,0.411429,0.396071,0.40678600000000004,347821600.0,-0.9981,0.128,0.82,0.053
2002-06-05,0.407679,0.407679,0.399107,0.40571399999999996,277082400.0,-0.9958,0.129,0.785,0.086
2002-06-06,0.41,0.414821,0.393571,0.395714,259996800.0,-0.9905,0.095,0.826,0.079
2002-06-07,0.388571,0.391786,0.37375,0.382143,612376800.0,-0.9848,0.094,0.832,0.074
2002-06-10,0.383571,0.39,0.381071,0.383571,277575200.0,-0.9993,0.155,0.768,0.077
2002-06-11,0.386429,0.3875,0.364464,0.36535700000000004,349496000.0,-0.999,0.151,0.769,0.08
2002-06-12,0.364464,0.37053600000000003,0.356071,0.35875,528718400.0,-0.9989,0.148,0.762,0.09
2002-06-13,0.3575,0.358036,0.346071,0.348929,352083200.0,-0.9942,0.122,0.79,0.087
2002-06-14,0.343571,0.363571,0.323393,0.358929,424900000.0,-0.9558,0.116,0.779,0.105
2002-06-17,0.361429,0.36839299999999997,0.354464,0.366786,324609600.0,-0.995,0.107,0.828,0.065
2002-06-18,0.364643,0.367679,0.356786,0.359821,353360000.0,-0.9977,0.13,0.779,0.091
2002-06-19,0.310179,0.314286,0.301429,0.305714,1709467200.0,-0.9982,0.137,0.778,0.086
2002-06-20,0.306607,0.314286,0.30089299999999997,0.30553600000000003,396636800.0,-0.9974,0.124,0.801,0.075
2002-06-21,0.303036,0.312321,0.299821,0.30089299999999997,445177600.0,-0.9955,0.11,0.823,0.066
2002-06-24,0.299464,0.316607,0.298214,0.308393,431933600.0,0.9253,0.082,0.825,0.093
2002-06-25,0.310714,0.315714,0.301071,0.306071,301201600.0,-0.9996,0.17,0.77,0.061
2002-06-26,0.3,0.30875,0.285357,0.295536,558952800.0,-0.9968,0.121,0.815,0.064
2002-06-27,0.299821,0.308393,0.293214,0.304643,251658400.0,-0.9978,0.117,0.822,0.06
2002-06-28,0.305357,0.318214,0.303571,0.316429,269858400.0,-0.9983,0.127,0.811,0.062
2002-07-01,0.31625,0.319286,0.304464,0.304643,222689600.0,-0.9927,0.114,0.832,0.054
2002-07-02,0.304107,0.306429,0.300536,0.3025,305188800.0,-0.8063,0.097,0.821,0.082
2002-07-03,0.300179,0.315714,0.299107,0.313393,199029600.0,-0.9968,0.108,0.826,0.066
2002-07-05,0.31625,0.334821,0.31625,0.33464299999999997,161649600.0,-0.9925,0.082,0.876,0.042
2002-07-08,0.330714,0.332321,0.315714,0.32160700000000003,211204000.0,-0.9942,0.091,0.858,0.05
2002-07-09,0.323036,0.32660700000000004,0.311786,0.31303600000000004,226749600.0,-0.9942,0.082,0.866,0.052
2002-07-10,0.31625,0.324464,0.30803600000000003,0.309286,206880800.0,-0.9994,0.152,0.784,0.064
2002-07-11,0.308214,0.327679,0.303036,0.326786,373676800.0,-0.9825,0.091,0.836,0.073
2002-07-12,0.33125,0.335536,0.308214,0.312679,443492000.0,-0.9684,0.092,0.839,0.068
2002-07-15,0.31125,0.33214299999999997,0.300179,0.325536,295993600.0,-0.9125,0.096,0.821,0.083
2002-07-16,0.32410700000000003,0.33160700000000004,0.31446399999999997,0.318929,446768000.0,-0.9984,0.144,0.763,0.094
2002-07-17,0.288036,0.289286,0.27125,0.279107,1215485600.0,-0.9991,0.147,0.777,0.076
2002-07-18,0.27678600000000003,0.277857,0.263393,0.267679,559462400.0,0.7546,0.111,0.777,0.112
2002-07-19,0.2625,0.270893,0.259464,0.26714299999999996,385207200.0,-0.9981,0.123,0.801,0.076
2002-07-22,0.263393,0.27125,0.260893,0.26642899999999997,430897600.0,-0.9955,0.118,0.791,0.09
2002-07-23,0.266071,0.270179,0.257857,0.258393,399890400.0,-0.9946,0.095,0.84,0.065
2002-07-24,0.255893,0.271786,0.25446399999999997,0.271429,406593600.0,-0.9973,0.123,0.799,0.077
2002-07-25,0.26660700000000004,0.266964,0.250179,0.256429,479354400.0,-0.9861,0.082,0.851,0.067
2002-07-26,0.258214,0.259464,0.246429,0.256071,207704000.0,-0.9991,0.151,0.783,0.066
2002-07-29,0.258571,0.26964299999999997,0.25660700000000003,0.268214,274960000.0,-0.9977,0.176,0.732,0.091
2002-07-30,0.265179,0.276964,0.26,0.275536,354838400.0,-0.9981,0.143,0.765,0.091
2002-07-31,0.275,0.275357,0.266071,0.2725,310699200.0,0.1697,0.094,0.816,0.09
2002-08-01,0.269821,0.275357,0.263036,0.264286,228956000.0,-0.9958,0.128,0.772,0.101
2002-08-02,0.263214,0.267857,0.25446399999999997,0.258036,179060000.0,-0.9792,0.105,0.813,0.082
2002-08-05,0.25910700000000003,0.2625,0.249464,0.24982100000000002,204024800.0,-0.9976,0.122,0.808,0.07
2002-08-06,0.25375,0.271964,0.251429,0.263214,272053600.0,-0.9924,0.109,0.807,0.084
2002-08-07,0.269464,0.27428600000000003,0.25625,0.268393,333474400.0,-0.9977,0.126,0.791,0.082
2002-08-08,0.26375,0.27464299999999997,0.26375,0.273214,227348800.0,-0.9962,0.111,0.827,0.061
2002-08-09,0.272321,0.272321,0.263393,0.267857,205716000.0,-0.9976,0.118,0.815,0.066
2002-08-12,0.266071,0.268214,0.262321,0.267679,179765600.0,-0.9958,0.119,0.798,0.083
2002-08-13,0.266071,0.27160700000000004,0.259821,0.260536,269869600.0,-0.9995,0.158,0.781,0.061
2002-08-14,0.261964,0.274107,0.25964299999999996,0.270893,399084000.0,-0.8887,0.098,0.812,0.09
2002-08-15,0.272321,0.28125,0.268036,0.27875,322078400.0,-0.987,0.113,0.798,0.09
2002-08-16,0.275893,0.2875,0.272857,0.282321,245224000.0,-0.98,0.09,0.841,0.069
2002-08-19,0.28178600000000004,0.290179,0.28071399999999996,0.285357,216557600.0,-0.9979,0.129,0.794,0.077
2002-08-20,0.285179,0.287321,0.277321,0.284107,186625600.0,-0.9966,0.098,0.838,0.064
2002-08-21,0.285893,0.29,0.275893,0.28785700000000003,202428800.0,-0.9948,0.089,0.865,0.047
2002-08-22,0.289286,0.290179,0.279643,0.285179,258311200.0,-0.9953,0.101,0.841,0.058
2002-08-23,0.283929,0.284464,0.275893,0.280893,163245600.0,-0.999,0.132,0.802,0.066
2002-08-26,0.284821,0.284821,0.270714,0.277321,189968800.0,-0.9942,0.108,0.823,0.069
2002-08-27,0.280536,0.281071,0.262679,0.265179,262231200.0,-0.9066,0.1,0.806,0.094
2002-08-28,0.264286,0.27,0.26160700000000003,0.2625,247973600.0,-0.9803,0.086,0.849,0.066
2002-08-29,0.26160700000000003,0.269286,0.25910700000000003,0.2625,164169600.0,-0.9984,0.144,0.751,0.104
2002-08-30,0.263036,0.270357,0.260357,0.263393,193519200.0,-0.9979,0.111,0.821,0.068
2002-09-03,0.25875,0.259821,0.250893,0.250893,276936800.0,-0.9996,0.153,0.771,0.076
2002-09-04,0.253571,0.26392899999999997,0.25303600000000004,0.258571,420660800.0,-0.9956,0.104,0.826,0.07
2002-09-05,0.253929,0.256429,0.250893,0.253214,226178400.0,-0.9983,0.113,0.832,0.055
2002-09-06,0.25910700000000003,0.26160700000000003,0.254107,0.256786,181591200.0,-0.9901,0.093,0.836,0.071
2002-09-09,0.255,0.259464,0.252679,0.25660700000000003,158244800.0,-0.9957,0.118,0.806,0.077
2002-09-10,0.257321,0.25875,0.252143,0.255893,249468800.0,-0.9988,0.147,0.763,0.091
2002-09-11,0.256071,0.260714,0.252679,0.255179,202412000.0,-0.9991,0.157,0.758,0.085
2002-09-12,0.253571,0.25910700000000003,0.252143,0.2525,269830400.0,-0.9984,0.195,0.719,0.086
2002-09-13,0.252321,0.256071,0.250893,0.25303600000000004,282951200.0,-0.7007,0.091,0.825,0.084
2002-09-16,0.2525,0.260893,0.252143,0.258929,286641600.0,-0.9925,0.105,0.815,0.08
2002-09-17,0.260179,0.268393,0.260179,0.264286,427996800.0,-0.9991,0.147,0.778,0.075
2002-09-18,0.262321,0.269464,0.259286,0.268214,328641600.0,-0.9903,0.108,0.805,0.087
2002-09-19,0.263393,0.264286,0.258571,0.260357,205945600.0,-0.9977,0.117,0.822,0.061
2002-09-20,0.261071,0.266786,0.259286,0.265536,352788800.0,-0.9944,0.147,0.78,0.074
2002-09-23,0.263571,0.26714299999999996,0.258036,0.265179,263709600.0,-0.9954,0.094,0.846,0.06
2002-09-24,0.257143,0.26464299999999996,0.257143,0.261429,250661600.0,-0.9988,0.145,0.798,0.057
2002-09-25,0.262321,0.270893,0.26160700000000003,0.26660700000000004,254682400.0,-0.9991,0.175,0.777,0.048
2002-09-26,0.26964299999999997,0.27125,0.259821,0.2625,208644800.0,-0.9993,0.15,0.761,0.089
2002-09-27,0.25875,0.265179,0.258571,0.262857,206152800.0,-0.9884,0.111,0.807,0.082
2002-09-30,0.257143,0.260179,0.2525,0.258929,237697600.0,-0.9956,0.098,0.848,0.054
2002-10-01,0.260536,0.260714,0.25,0.25910700000000003,342423200.0,-0.9834,0.125,0.776,0.099
2002-10-02,0.255893,0.26125,0.251786,0.25303600000000004,229348000.0,-0.9985,0.111,0.824,0.065
2002-10-03,0.253214,0.260714,0.251071,0.255357,217896000.0,-0.9979,0.13,0.789,0.081
2002-10-04,0.256429,0.257143,0.24982100000000002,0.25053600000000004,190825600.0,-0.9972,0.141,0.785,0.074
2002-10-07,0.249464,0.25375,0.245714,0.24589299999999997,244697600.0,-0.9846,0.1,0.816,0.084
2002-10-08,0.248214,0.249286,0.238571,0.244286,453644800.0,-0.9986,0.119,0.821,0.06
2002-10-09,0.241786,0.247321,0.23946399999999998,0.242679,356686400.0,-0.9967,0.138,0.795,0.068
2002-10-10,0.24339299999999997,0.253929,0.2425,0.25196399999999997,321574400.0,-0.9857,0.085,0.849,0.066
2002-10-11,0.25446399999999997,0.26392899999999997,0.251786,0.25910700000000003,294677600.0,-0.9777,0.074,0.866,0.06
2002-10-14,0.259821,0.2675,0.257857,0.26375,194404000.0,-0.9988,0.14,0.795,0.065
2002-10-15,0.271786,0.272321,0.26392899999999997,0.270714,405518400.0,-0.9994,0.148,0.775,0.077
2002-10-16,0.265357,0.270179,0.248214,0.26,307624800.0,-0.9993,0.159,0.766,0.074
2002-10-17,0.25375,0.256786,0.24964299999999998,0.25196399999999997,469296800.0,-0.9977,0.13,0.779,0.091
2002-10-18,0.25,0.25625,0.24875,0.256071,288299200.0,-0.9832,0.112,0.792,0.096
2002-10-21,0.254643,0.26125,0.25,0.26,238520800.0,-0.9968,0.123,0.798,0.079
2002-10-22,0.258393,0.265714,0.254643,0.2625,218148000.0,-0.9997,0.163,0.764,0.073
2002-10-23,0.26125,0.2675,0.258929,0.265714,209036800.0,-0.9982,0.132,0.792,0.076
2002-10-24,0.268214,0.27160700000000004,0.259821,0.262321,174748000.0,-0.967,0.096,0.829,0.075
2002-10-25,0.262321,0.275893,0.260536,0.275357,279070400.0,-0.9979,0.108,0.824,0.067
2002-10-28,0.277679,0.284821,0.272321,0.27875,349300000.0,-0.9991,0.137,0.794,0.069
2002-10-29,0.278036,0.283571,0.26714299999999996,0.275714,259179200.0,-0.9986,0.131,0.781,0.088
2002-10-30,0.276607,0.292321,0.276429,0.285357,270676000.0,-0.9948,0.109,0.82,0.071
2002-10-31,0.285536,0.293571,0.28428600000000004,0.286964,295836800.0,-0.998,0.118,0.814,0.068
2002-11-01,0.284643,0.294643,0.28375,0.292143,189828800.0,-0.9973,0.118,0.81,0.072
2002-11-04,0.294643,0.310357,0.291964,0.301607,376818400.0,-0.992,0.116,0.786,0.098
2002-11-05,0.299107,0.30285700000000004,0.291964,0.301786,210694400.0,-0.9971,0.125,0.814,0.061
2002-11-06,0.305,0.309286,0.298214,0.3075,216389600.0,-0.9741,0.118,0.78,0.103
2002-11-07,0.3025,0.305357,0.282321,0.28571399999999997,336179200.0,-0.9954,0.105,0.822,0.073
2002-11-08,0.285893,0.289286,0.277143,0.282857,190064000.0,-0.986,0.085,0.851,0.064
2002-11-11,0.281071,0.28375,0.27,0.270714,152975200.0,-0.9925,0.104,0.818,0.077
2002-11-12,0.273571,0.286429,0.272857,0.27928600000000003,223792800.0,0.889,0.067,0.862,0.072
2002-11-13,0.27678600000000003,0.286964,0.272857,0.278393,231739200.0,-0.9949,0.094,0.839,0.067
2002-11-14,0.283929,0.293036,0.28178600000000004,0.291071,141713600.0,-0.9779,0.094,0.829,0.077
2002-11-15,0.289821,0.29,0.281429,0.284821,160994400.0,-0.9982,0.114,0.82,0.066
2002-11-18,0.289107,0.289286,0.277143,0.279464,164578400.0,-0.9814,0.104,0.805,0.091
2002-11-19,0.277679,0.28125,0.268036,0.272679,210952000.0,-0.8996,0.097,0.81,0.094
2002-11-20,0.273214,0.280357,0.272321,0.277321,208740000.0,-0.9984,0.128,0.794,0.078
2002-11-21,0.283929,0.293571,0.28125,0.291964,418482400.0,-0.9907,0.105,0.811,0.084
2002-11-22,0.287321,0.291071,0.283929,0.285893,227858400.0,-0.9964,0.111,0.809,0.08
2002-11-25,0.28625,0.28821399999999997,0.280536,0.285179,199427200.0,-0.9985,0.149,0.738,0.113
2002-11-26,0.283036,0.283929,0.272679,0.275179,240262400.0,-0.9982,0.114,0.818,0.067
2002-11-27,0.278571,0.28321399999999997,0.275893,0.28071399999999996,286798400.0,-0.9937,0.092,0.856,0.052
2002-11-29,0.281964,0.283571,0.275179,0.27678600000000003,143432800.0,-0.9888,0.104,0.804,0.092
2002-12-02,0.283929,0.2875,0.268036,0.271071,398742400.0,-0.9891,0.126,0.763,0.11
2002-12-03,0.271429,0.273929,0.26964299999999997,0.270714,227869600.0,-0.9935,0.12,0.799,0.081
2002-12-04,0.271071,0.27125,0.258929,0.26732100000000003,325757600.0,-0.9932,0.117,0.804,0.079
2002-12-05,0.268393,0.269286,0.259464,0.26125,243398400.0,-0.9981,0.126,0.793,0.081
2002-12-06,0.26160700000000003,0.27125,0.259286,0.266964,245358400.0,-0.9958,0.12,0.787,0.092
2002-12-09,0.266786,0.266964,0.261964,0.263393,236084800.0,-0.9994,0.154,0.764,0.083
2002-12-10,0.263393,0.275893,0.263036,0.272857,308610400.0,-0.997,0.126,0.781,0.093
2002-12-11,0.273214,0.276607,0.269286,0.276607,253500800.0,-0.9711,0.103,0.797,0.1
2002-12-12,0.276964,0.277679,0.268036,0.27125,149340800.0,-0.996,0.119,0.794,0.087
2002-12-13,0.270357,0.270536,0.26160700000000003,0.26410700000000004,164780000.0,-0.9938,0.11,0.804,0.086
2002-12-16,0.264464,0.26964299999999997,0.260893,0.265179,251624800.0,-0.9922,0.082,0.863,0.055
2002-12-17,0.265179,0.27125,0.261786,0.269286,222661600.0,-0.9969,0.134,0.76,0.106
2002-12-18,0.264286,0.265357,0.258929,0.260179,150701600.0,0.9934,0.083,0.806,0.11
2002-12-19,0.259464,0.26642899999999997,0.251786,0.253571,347519200.0,-0.997,0.118,0.803,0.08
2002-12-20,0.255179,0.26,0.246071,0.2525,318096800.0,0.9567,0.093,0.802,0.105
2002-12-23,0.252857,0.259821,0.252143,0.25875,125826400.0,-0.9963,0.118,0.803,0.079
2002-12-24,0.257857,0.258393,0.255357,0.256429,39340000.0,-0.9989,0.141,0.785,0.074
2002-12-26,0.2575,0.264464,0.255,0.257143,85422400.0,-0.9966,0.123,0.789,0.088
2002-12-27,0.255536,0.256786,0.250179,0.251071,80035200.0,-0.9883,0.112,0.801,0.088
